,ID,Loan Amount,Funded Amount,Funded Amount Investor,Term,Batch Enrolled,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Payment Plan,Loan Title,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Accounts Delinquent,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,Loan Status
23,37162823,8357,7120,16441.39217,58,BAT2136391,9.670671604,C,B3,MORTGAGE,93072.78381,Not Verified,n,Debt consolidation,28.17365806,0,0,11,1,319,55.32175025,17,f,1823.055406,0.120763309,5.815019659,0.657971538,0,INDIVIDUAL,18,0,23,228867,27572,0
24,8922927,7732,23542,5925.217345,59,BAT3193689,5.332246586,D,C4,MORTGAGE,115087.4549,Source Verified,n,Credit card refinancing,19.41236275,0,0,11,0,5234,49.82037238,32,f,4438.83805,0.004381874,0.963778338,1.308148653,0,INDIVIDUAL,50,0,1490,19292,29350,0
25,50110541,31489,23750,24413.71915,36,BAT5629144,16.50342256,E,B3,MORTGAGE,213106.035,Verified,n,Debt consolidation,26.57989489,1,1,30,0,462,19.46131151,19,w,229.1805539,0.046594326,4.520198265,0.142660889,0,INDIVIDUAL,26,0,53,245924,5972,0
26,15356036,21158,7532,8573.988032,59,BAT3873588,18.65383644,C,B2,RENT,63384.645670000005,Source Verified,n,Credit card refinancing,15.3188779,0,0,9,0,43102,89.26856635,8,f,1725.650601,0.111413515,5.040080917,0.667117077,0,INDIVIDUAL,121,0,28,162072,29896,0
27,42731127,4243,5954,12672.91239,58,BAT4271519,13.73675545,D,G5,MORTGAGE,78110.04217,Verified,n,Credit card refinancing,31.52349424,0,0,12,0,3228,54.35222943,9,w,1960.573009,5.001158367,0.833995177,1.307172735,0,INDIVIDUAL,108,0,36,64393,2450,0
28,6697698,13151,28967,12980.06044,59,BAT3193689,10.88633068,A,B1,MORTGAGE,358314.0333,Source Verified,n,Other,21.60372596,0,0,14,0,1502,66.95195963,6,w,221.2155629,0.000983774,0.834770908,0.4168259529999999,0,INDIVIDUAL,50,0,51,64320,20576,0
29,7949831,33753,11547,12946.42525,59,BAT3193689,6.599136666000001,B,C5,MORTGAGE,187244.7298,Not Verified,n,Credit card payoff,26.03964291,0,0,15,0,6993,32.07605322,13,w,54.4691324,0.0522953679999999,2.164572258,1.248065274,0,INDIVIDUAL,108,0,40,258812,47052,0
30,66169442,20448,21839,13084.17415,59,BAT4271519,11.87838789,C,A4,MORTGAGE,37674.29886,Verified,n,Credit card refinancing,13.42674096,0,0,11,0,15661,12.85778166,18,w,145.8145044,0.028758014,1.59360992,0.061534435,0,INDIVIDUAL,68,0,25,45281,20528,0
31,7434206,19518,7843,7113.388207999999,59,BAT2252229,10.36948887,A,C1,MORTGAGE,59166.31758,Source Verified,n,Credit card refinancing,21.40183766,0,0,15,0,5970,55.43833813,17,w,1782.715384,0.116058234,0.951600507,0.955171881,0,INDIVIDUAL,137,0,470,127068,8173,0
32,18696904,19084,7651,13764.48189,58,BAT2522922,15.97870616,C,C3,OWN,141832.0805,Source Verified,n,Debt consolidation,23.38126781,0,0,12,0,659,55.66026244,25,f,506.0308374,0.065889807,6.735478004,1.055513233,0,INDIVIDUAL,105,0,50,89191,14928,1
33,6043784,19290,21439,17494.92888,59,BAT5547201,5.800560365,C,B4,RENT,30054.32641,Source Verified,n,Debt consolidation,10.72336434,0,0,8,0,3010,28.34608892,4,f,1170.296069,0.065308054,8.185586155,1.228059137,0,INDIVIDUAL,122,0,47,402469,11872,0
34,20130089,7099,11169,11532.2964,59,BAT5525466,16.78541105,B,A4,MORTGAGE,75969.23714,Source Verified,n,Credit card refinancing,34.98290622,1,0,14,0,9087,41.29349773,23,w,1984.098236,0.023624167,3.152561689,1.608500929,0,INDIVIDUAL,52,0,23,224593,4010,0
35,10607795,33389,10632,11522.29083,58,BAT3873588,9.490317586,C,E4,RENT,47793.50193,Not Verified,n,Debt Consolidation,34.16107826,0,0,14,0,2848,63.00173589999999,23,f,2797.937018,0.0603085909999999,3.435933607,1.143911638,0,INDIVIDUAL,74,0,21,138368,5827,1
36,8220928,6729,7626,11015.05455,58,BAT1184694,6.474150582999999,C,C1,MORTGAGE,113226.6909,Not Verified,n,Credit card refinancing,18.19607479,0,0,10,1,1298,47.68148707,12,f,1166.191834,0.006655108,0.522074505,0.592521312,0,INDIVIDUAL,99,0,40,142502,7271,0
37,26696447,13316,15972,5793.471795,58,BAT2833642,9.321943322,C,B5,MORTGAGE,87754.50475,Source Verified,n,Debt consolidation,10.57387055,0,0,9,0,13668,40.56116923,4,f,877.6802162999999,0.0501776779999999,2.907533889,1.406679945,0,INDIVIDUAL,13,0,58,51998,7032,0
38,9367487,14893,16662,18595.73159,58,BAT5547201,14.202345499999998,B,F4,RENT,60802.30899,Source Verified,n,Debt Consolidation,19.05602112,1,0,21,1,877,67.76655339,11,f,2987.123675,0.0475693109999999,3.073736048,0.945944403,0,INDIVIDUAL,60,0,614,88819,46123,0
39,21479463,26047,9415,20490.98184,59,BAT5525466,10.48139004,C,B3,OWN,62738.77481,Not Verified,n,Credit card refinancing,34.57485027,0,0,13,0,7719,68.2517551,33,f,3385.247864,0.122167851,6.723198228999999,1.268689947,0,INDIVIDUAL,142,0,17,433445,97186,0
40,38696762,17196,16391,7901.304631999999,59,BAT3461431,18.28087679,B,D4,MORTGAGE,126238.7943,Verified,n,Debt consolidation,39.12359043,0,0,13,0,7808,59.66617885,19,w,1560.77975,0.006909274,1.900814918,0.910932147,0,INDIVIDUAL,88,0,16,20539,17643,0
41,12625961,9933,12185,7849.869831999999,59,BAT2252229,22.26454942,B,C3,RENT,81983.29506,Source Verified,n,Home improvement,17.99974207,0,2,12,0,136,66.76187124,21,w,2749.8236850000003,0.0429716859999999,5.345198183,0.028993092,0,INDIVIDUAL,58,0,4309,42224,30824,0
42,3391441,10230,10172,13914.91031,58,BAT2558388,19.53519301,A,E1,MORTGAGE,63519.59496,Not Verified,n,Debt consolidation,32.43160367,1,0,10,0,4804,72.28769683,29,w,803.5519466,0.062015033,0.047153699,0.143262454,0,INDIVIDUAL,144,0,29,100917,30449,0
43,24625013,9309,13461,15732.54056,59,BAT4694572,11.62270931,A,E4,MORTGAGE,122237.1914,Source Verified,n,Credit card refinancing,29.85704461,0,0,9,0,40284,54.22609436,24,f,429.6248611,0.044352181,1.495279527,1.066259525,0,INDIVIDUAL,22,0,29,431523,15260,0
44,16074771,16139,26167,22551.22426,59,BAT1780517,5.522610444,A,B5,MORTGAGE,50325.34995,Source Verified,n,Credit card refinancing,29.61721749,1,0,8,1,2868,54.33033718,29,w,1194.705506,21.92396123,3.029747557,0.225637888,0,INDIVIDUAL,12,0,5,14339,1627,0
45,23817790,9814,22760,32611.819,59,BAT3193689,15.3804708,B,B5,RENT,41520.63474,Not Verified,n,Debt consolidation,39.4204325,0,0,15,0,1113,62.74072571,20,f,198.1762131,0.1139836,5.8423428,0.919019596,0,INDIVIDUAL,71,0,1721,90973,58267,0
46,1392123,22543,10575,12189.8546,59,BAT4136152,8.812267567000001,C,D5,MORTGAGE,85472.73698,Source Verified,n,Debt consolidation,16.74958815,0,2,7,0,863,78.47053896,19,w,171.5266709,0.031650557,10.15673516,0.534126281,0,INDIVIDUAL,60,0,11,187088,64993,0
47,34480381,14573,16628,7532.941040000001,59,BAT1104812,15.35587959,D,C2,RENT,52884.00327,Verified,n,Credit card refinancing,11.82862889,0,0,29,0,3977,64.25566581,25,w,1504.807892,0.040895083,0.101120981,0.806761947,0,INDIVIDUAL,4,0,49,13271,2427,0
48,32114519,6140,11515,13833.30893,59,BAT4694572,10.67802421,F,D2,MORTGAGE,67605.23516,Verified,n,Debt consolidation,34.23706057,1,0,34,0,8670,9.971197508,21,w,7552.531651,10.80716387,1.08071517,0.961564625,0,INDIVIDUAL,15,0,34,36845,5349,0
49,1807285,9496,34530,7697.526135999999,58,BAT1184694,10.65104459,C,C1,MORTGAGE,111744.2009,Not Verified,n,Debt consolidation,38.1983463,0,0,12,0,6514,41.76453076,17,w,1459.875158,36.45768585,2.462376084,1.602117049,0,INDIVIDUAL,108,0,39,46501,19561,0
50,5466940,6930,24356,13881.1117,58,BAT5547201,11.68884914,C,D1,MORTGAGE,81663.7093,Not Verified,n,Credit card refinancing,17.39326262,0,0,12,0,6501,70.57399387,15,w,647.285844,0.044545785,0.9503247,0.631378627,0,INDIVIDUAL,111,0,32,172584,3927,0
51,4028696,8519,15347,9451.649354,58,BAT3873588,10.31856819,D,C3,MORTGAGE,74556.49822000001,Verified,n,Debt consolidation,37.07274602,1,0,16,0,3267,43.06818828,14,f,1899.238454,0.030372569,5.689170428,0.899201481,0,INDIVIDUAL,152,0,19,21387,6499,0
52,42054640,28388,16147,10744.88168,59,BAT2558388,10.22326164,C,A2,RENT,100821.0738,Source Verified,n,Debt consolidation,32.72637224,0,0,13,0,8409,39.23235282,22,w,389.578078,0.016796595,3.447933994,0.923029408,0,INDIVIDUAL,160,0,34,36489,46033,0
53,1505924,4416,5925,12668.78209,58,BAT2558388,9.981214496,C,B1,RENT,102116.3639,Not Verified,n,Debt consolidation,23.85783683,1,0,12,0,3661,14.47937206,24,w,2301.299034,0.008517529,2.432124248,0.6973586270000001,0,INDIVIDUAL,126,0,32,343906,20579,0
54,16086949,8427,15755,11002.83951,59,BAT2136391,17.74580258,B,B2,MORTGAGE,83073.05548,Source Verified,n,Debt consolidation,30.1759276,0,0,11,0,14162,26.4928947,27,w,1164.824273,0.038408372,2.675077695,0.952053423,0,INDIVIDUAL,55,0,27,435010,23570,0
55,10956077,5464,23979,5425.208325,59,BAT2428731,9.203809246,B,G1,RENT,80430.02694,Verified,n,Debt Consolidation,18.22396621,0,0,11,0,4981,19.36680281,19,f,332.9016189,0.022109335,5.605977256,0.804077328,0,INDIVIDUAL,146,0,39,19372,19640,0
56,42130538,20985,12060,26904.83262,58,BAT1104812,14.11345229,A,A2,MORTGAGE,68694.10025,Source Verified,n,Debt consolidation,10.48560549,1,1,14,0,14692,47.67917003,6,w,1633.347561,0.072473388,1.938037544,0.4232004729999999,0,INDIVIDUAL,11,0,18,48170,7693,0
57,41229462,8636,19578,12645.49936,58,BAT5525466,9.240922186,C,C1,MORTGAGE,68157.85276000001,Not Verified,n,Credit card refinancing,13.16034803,2,0,10,0,18282,45.84292888,20,f,1694.724804,0.011839002,4.083391802,0.578455885,0,INDIVIDUAL,117,0,47,89998,34928,0
58,39955064,11537,11802,9218.25598,59,BAT1184694,17.00477151,B,B3,MORTGAGE,108727.5866,Verified,n,Debt consolidation,31.41760148,0,0,21,0,1517,83.60886794,29,w,1359.509009,0.022582405,0.319580441,0.474481552,0,INDIVIDUAL,154,0,19,107917,21640,0
59,1878390,14987,8089,10827.30889,59,BAT1104812,10.0166523,C,B1,RENT,118361.85,Source Verified,n,Debt consolidation,34.73861814,0,0,12,0,5153,71.64615215,16,f,3073.972727,0.047166241,0.77543498,0.607637071,0,INDIVIDUAL,30,0,60,29058,20919,0
60,7242560,16267,24788,9496.317666,59,BAT3865626,11.05904058,A,B5,RENT,144015.1801,Source Verified,n,Debt consolidation,30.05221409,0,0,11,0,13877,69.57176770000001,38,w,1541.394836,0.071718553,4.4822484430000005,0.652765244,0,INDIVIDUAL,154,0,28,33562,75673,0
61,39265536,3904,9407,8849.583036,58,BAT4271519,10.76314548,C,E3,MORTGAGE,60033.2576,Not Verified,n,Credit card refinancing,10.42656621,0,0,11,0,7111,20.41344713,23,w,336.1457092,0.0660333259999999,5.979646296,0.8829229479999999,0,INDIVIDUAL,75,0,40,183683,2408,0
62,46550927,17069,33050,14188.72593,59,BAT1766061,11.70487512,A,C1,MORTGAGE,89512.7016,Not Verified,n,Credit card refinancing,22.53562011,0,0,14,0,3086,84.55235582,11,w,676.7132252,0.02145622,1.7539267930000002,0.7474082609999999,0,INDIVIDUAL,84,0,9,242215,12816,0
63,3899805,14743,7650,9618.682138,59,BAT3873588,9.580622777,D,C1,RENT,22298.16497,Not Verified,n,Debt consolidation,30.18399951,0,0,14,0,2973,38.31320549,12,w,87.00174756,0.051689015,7.43801743,0.652348201,0,INDIVIDUAL,135,0,37,330807,26301,0
64,40517317,17334,20852,26731.38246,59,BAT2333412,9.631922688,B,A4,MORTGAGE,48724.97869,Not Verified,n,Debt consolidation,24.33874654,0,0,8,0,647,68.96350506,5,w,1089.522592,0.035040808,8.171938273,0.86088677,0,INDIVIDUAL,83,0,16,488743,9619,0
65,2568407,19528,15925,14052.68846,59,BAT3193689,19.50634586,B,A4,RENT,66419.40192999999,Source Verified,n,Credit card refinancing,21.74891115,2,2,8,0,3577,87.1097287,6,w,1023.139684,0.017815842,5.950794094,0.892035012,0,INDIVIDUAL,24,0,8,204549,3883,1
66,23360631,20385,33074,10651.10732,59,BAT4722912,10.21526297,A,D2,MORTGAGE,52401.83477,Source Verified,n,Major purchase,26.55180823,0,0,8,0,4314,38.34112064,23,w,4731.668541,0.01683204,2.050651856,0.773413778,0,INDIVIDUAL,57,0,21,53196,6174,0
67,3626067,11408,5887,13860.220980000002,59,BAT5489674,10.34725516,C,B1,MORTGAGE,30887.4514,Source Verified,n,Credit card refinancing,28.95795993,0,0,15,0,11101,34.89818251,20,f,852.3661652999999,0.0255885039999999,3.451323564,0.1769793039999999,0,INDIVIDUAL,26,0,37,157437,78172,0
68,36353440,26139,16239,14405.23731,59,BAT2575549,11.02024455,D,B4,MORTGAGE,62632.70371,Source Verified,n,Debt consolidation,11.0177089,0,0,6,0,8209,63.66237007,18,w,3365.2641020000005,0.026751188,1.7084594359999998,0.54044321,0,INDIVIDUAL,90,0,26,17566,6607,0
69,29460356,26938,3225,9016.304484,59,BAT1586599,12.81702376,A,A4,RENT,205807.1903,Verified,n,Debt consolidation,37.06978566,0,0,14,0,2521,42.3679469,42,f,32.04963859,0.014120579,0.809872391,0.344122304,0,INDIVIDUAL,47,0,45,13991,7338,0
70,14144121,16048,10293,9113.113108,59,BAT1761981,22.80424217,C,B3,RENT,55728.08529,Verified,n,personal,23.10757933,0,0,10,0,6700,28.3798214,20,f,2754.216248,0.027189002,3.992981432,1.323322557,0,INDIVIDUAL,97,0,3192,361479,39023,0
71,7190939,6831,21448,11811.28639,59,BAT1586599,9.013608823,A,C3,MORTGAGE,57821.96489,Source Verified,n,Credit card refinancing,39.36960726,0,0,33,0,2337,49.59585714,24,w,2125.566136,0.0459440579999999,1.390293095,0.508660627,0,INDIVIDUAL,66,0,29,59467,12308,0
72,50686048,20172,7530,26961.39452,58,BAT5714674,7.665850998,D,D4,OWN,49944.32041,Not Verified,n,Credit card refinancing,18.92189892,0,0,10,1,1257,48.94342369,17,w,2995.522295,0.008731494,1.212822619,1.13165149,0,INDIVIDUAL,12,0,62,80344,23899,0
73,58217746,18909,29128,20412.45862,59,BAT3193689,11.82240947,C,C3,RENT,54695.03167,Verified,n,Credit card refinancing,15.38746042,0,0,8,0,720,34.80455584,17,f,68.88656644,0.077457132,0.7012590040000001,0.076765342,0,INDIVIDUAL,142,0,57,224869,5204,0
74,14392006,7763,30869,13563.17119,59,BAT5489674,7.964742827,C,B4,MORTGAGE,179041.3601,Source Verified,n,Freedom,21.72258691,0,2,9,0,1967,40.09030011,20,w,5286.449267,0.033218912,1.7186097880000002,1.139097367,0,INDIVIDUAL,105,0,30,14741,18190,0
75,59015875,26584,12826,14053.574519999998,58,BAT1586599,12.20199699,B,F4,MORTGAGE,42603.26931,Source Verified,n,Credit card refinancing,31.9333375,0,0,7,0,1759,19.72937017,13,w,632.7262826,0.06762985,4.813648458,0.622719822,0,INDIVIDUAL,40,0,40,104514,19812,0
76,10908717,15475,26927,26086.68333,58,BAT1104812,17.67568557,A,B3,OWN,60702.86878,Not Verified,n,Credit card refinancing,35.46209398,0,2,19,0,7802,67.991893,16,f,259.1929938,0.007646288,3.067668963,0.894145651,0,INDIVIDUAL,13,0,54,50343,36689,0
77,37498724,26526,11843,6163.071268,58,BAT1930365,14.78042176,C,D1,OWN,60449.28107999999,Verified,n,Other,13.07810685,0,0,11,0,4003,70.98461767,20,f,2990.082532,0.046686789,0.531156932,1.276364204,0,INDIVIDUAL,71,0,54,125649,12689,0
78,3750135,15399,12160,16226.087269999998,58,BAT1766061,8.704035929,A,C4,MORTGAGE,69707.40325,Source Verified,n,Debt consolidation,33.29286449,1,0,10,0,12295,12.52065404,27,w,2184.582947,0.002939083,4.426972033999999,1.2639797190000002,0,INDIVIDUAL,83,0,2059,73347,17110,0
79,62964919,22407,11414,14401.094180000002,59,BAT3873588,9.065274753,B,B3,RENT,70838.88534,Source Verified,n,Other,38.29729232,0,0,11,0,531,66.16984682,4,w,4509.344427,0.062124824,4.377293745,1.014311243,0,INDIVIDUAL,25,0,37,110871,6558,0
80,15563556,22090,9267,8711.245801000001,59,BAT1766061,9.182786457,C,A5,RENT,124755.8306,Not Verified,n,Debt consolidation,22.72579943,1,0,15,0,3451,82.33175409,20,w,1901.317564,0.017368984,3.156539694,0.494338945,0,INDIVIDUAL,2,0,34,243989,1234,0
81,4706297,20404,15265,10787.65346,59,BAT1766061,14.15631856,D,C4,MORTGAGE,53082.68431,Verified,n,Debt consolidation,19.90754794,0,0,14,0,435,58.7305165,20,w,706.4270174,0.077195367,7.122202962999999,38.9400994,0,INDIVIDUAL,91,0,23,179169,25301,0
82,10446592,18732,21773,9035.175107,59,BAT3461431,12.85961319,C,C4,MORTGAGE,73297.60023,Source Verified,n,Debt consolidation,15.47596681,0,0,14,0,1679,27.27860192,6,f,382.5228881,22.45248782,4.343082779,0.720194715,0,INDIVIDUAL,63,0,29,333028,26010,0
83,62879230,17871,20267,4179.444990999999,59,BAT4694572,9.813368887,B,B4,MORTGAGE,52209.02706,Verified,n,Debt consolidation,18.95081344,0,0,13,0,3122,88.48368414,28,w,243.2141086,0.074126243,3.210239338,0.729899072,0,INDIVIDUAL,22,0,39,66886,15983,0
84,21342291,18583,22066,16375.86647,58,BAT2558388,11.12633098,C,D1,MORTGAGE,84749.71328,Source Verified,n,Credit card refinancing,17.64746263,0,0,11,0,10800,84.06966213,8,w,385.1479047,0.0134542089999999,1.433147546,0.481403604,0,INDIVIDUAL,46,0,5,432782,13831,0
85,2914176,31034,9937,12240.16307,59,BAT2558388,9.389583918,B,D4,RENT,95932.41378,Source Verified,n,Debt Consolidation,21.17869696,0,0,11,0,8121,33.18513977,11,w,1808.427314,0.094844472,7.36140428,0.808074368,0,INDIVIDUAL,49,0,39,97588,6179,0
86,62375128,9501,25815,19205.90193,59,BAT2333412,8.665057279,A,D1,RENT,116904.4848,Verified,n,Debt Consolidation,14.74709342,0,0,10,0,16543,0.8422398320000001,13,f,12181.35432,0.026693189,3.467155521,1.395676465,0,INDIVIDUAL,41,0,37,51095,10461,0
87,35226460,28781,26666,14775.05629,58,BAT1930365,10.03131498,E,B5,RENT,115445.5058,Source Verified,n,Credit card refinancing,16.85321627,0,0,13,0,2585,37.91281694,20,w,5798.950243,0.01527813,3.486644613,0.291242864,0,INDIVIDUAL,60,0,29,114107,8707,0
88,17620257,14963,10653,23017.35172,58,BAT2428731,13.48459128,B,E3,MORTGAGE,43876.13551,Source Verified,n,Debt consolidation,21.43343433,0,0,8,0,879,36.93625652,18,f,823.3543953,10.44390121,0.308835949,1.249421785,0,INDIVIDUAL,105,0,35,443784,18579,0
89,62954640,19990,33908,21036.45536,58,BAT3193689,16.371307199999997,B,D3,MORTGAGE,69818.76375,Source Verified,n,Home improvement,16.86658926,0,0,12,1,31,70.35895090000001,5,f,2824.828981,0.12006492,5.404990008,0.252778155,0,INDIVIDUAL,151,0,36,39095,17429,0
90,16697106,29518,4495,15424.62927,58,BAT1184694,18.12950147,B,C3,MORTGAGE,68312.4241,Source Verified,n,Debt consolidation,29.15855867,0,0,22,1,5687,0.368657324,7,w,2684.668993,0.013354128,0.649321036,0.743892765,0,INDIVIDUAL,1,0,24,48595,27209,0
91,4020730,13172,7742,15249.77264,59,BAT2803411,8.394812629,C,C2,MORTGAGE,89113.46383,Source Verified,n,Credit card refinancing,23.05587165,0,0,10,0,1455,46.55601675,21,f,2291.41795,0.058632132,2.668781417,0.869221785,0,INDIVIDUAL,71,0,30,44882,21389,1
92,33763254,4908,31620,21728.5769,58,BAT4808022,16.26508111,F,B2,OWN,73052.56198,Source Verified,n,Credit card refinancing,29.58851494,0,0,17,0,6703,74.99955389,12,f,1274.769175,0.076665183,6.030005734,1.019499341,0,INDIVIDUAL,30,0,55,79073,24417,0
